Method	ComboName	optionID	MergedFPR	optionTPR	cutoff	FPR	TPR	M6APeakModel	TPRmFPR	maxTPRmFPR	Mode
TRESS	Combo47	mean_Ex_bin100_P0.5	0.45	0.35	1.11	0.45	0.78	Abcam	0.33	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.45	0.7	1.28	0.45	0.78	Abcam	0.33	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.45	0.26	1.21	0.45	0.78	Abcam	0.33	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.45	0.02	1.2	0.45	0.78	Abcam	0.33	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.46	0.18	1.31	0.46	0.78	Abcam	0.32	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.46	0.32	1.27	0.46	0.78	Abcam	0.32	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.46	0.03	1.24	0.46	0.78	Abcam	0.32	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.46	0.71	1.4	0.46	0.78	Abcam	0.32	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.46	0.03	1.9	0.46	0.78	Abcam	0.32	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.46	0.35	1.11	0.46	0.78	Abcam	0.32	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.46	0.7	1.28	0.46	0.78	Abcam	0.32	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.46	0.26	1.15	0.46	0.78	Abcam	0.32	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.46	0.02	1.16	0.46	0.78	Abcam	0.32	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.47	0.18	1.31	0.47	0.79	Abcam	0.32	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.47	0.32	1.27	0.47	0.79	Abcam	0.32	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.47	0.03	1.24	0.47	0.79	Abcam	0.32	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.47	0.71	1.38	0.47	0.79	Abcam	0.32	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.47	0.03	1.84	0.47	0.79	Abcam	0.32	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.47	0.35	1.11	0.47	0.79	Abcam	0.32	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.47	0.7	1.26	0.47	0.79	Abcam	0.32	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.47	0.26	1.15	0.47	0.79	Abcam	0.32	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.47	0.02	1.16	0.47	0.79	Abcam	0.32	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.48	0.18	1.31	0.48	0.8	Abcam	0.32	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.48	0.32	1.22	0.48	0.8	Abcam	0.32	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.48	0.03	1.22	0.48	0.8	Abcam	0.32	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.48	0.72	1.36	0.48	0.8	Abcam	0.32	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.48	0.03	1.84	0.48	0.8	Abcam	0.32	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.48	0.35	1.11	0.48	0.8	Abcam	0.32	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.48	0.7	1.24	0.48	0.8	Abcam	0.32	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.48	0.26	1.15	0.48	0.8	Abcam	0.32	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.48	0.02	1.12	0.48	0.8	Abcam	0.32	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.49	0.18	1.31	0.49	0.8	Abcam	0.31	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.49	0.32	1.19	0.49	0.8	Abcam	0.31	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.49	0.03	1.2	0.49	0.8	Abcam	0.31	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.49	0.72	1.34	0.49	0.8	Abcam	0.31	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.49	0.03	1.79	0.49	0.8	Abcam	0.31	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.49	0.35	1.11	0.49	0.8	Abcam	0.31	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.49	0.7	1.23	0.49	0.8	Abcam	0.31	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.49	0.26	1.09	0.49	0.8	Abcam	0.31	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.49	0.02	1.09	0.49	0.8	Abcam	0.31	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.5	0.18	1.31	0.5	0.8	Abcam	0.3	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.5	0.32	1.19	0.5	0.8	Abcam	0.3	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.5	0.03	1.19	0.5	0.8	Abcam	0.3	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.5	0.73	1.32	0.5	0.8	Abcam	0.3	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.5	0.03	1.73	0.5	0.8	Abcam	0.3	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.5	0.35	1.11	0.5	0.8	Abcam	0.3	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.5	0.71	1.21	0.5	0.8	Abcam	0.3	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.5	0.26	1.09	0.5	0.8	Abcam	0.3	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.5	0.02	1.05	0.5	0.8	Abcam	0.3	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.51	0.18	1.31	0.51	0.8	Abcam	0.29	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.51	0.32	1.16	0.51	0.8	Abcam	0.29	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.51	0.03	1.18	0.51	0.8	Abcam	0.29	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.51	0.73	1.3	0.51	0.8	Abcam	0.29	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.51	0.03	1.68	0.51	0.8	Abcam	0.29	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.51	0.35	1.11	0.51	0.8	Abcam	0.29	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.51	0.71	1.2	0.51	0.8	Abcam	0.29	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.51	0.26	1.09	0.51	0.8	Abcam	0.29	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.51	0.02	1.05	0.51	0.8	Abcam	0.29	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.52	0.18	1.31	0.52	0.8	Abcam	0.28	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.52	0.32	1.13	0.52	0.8	Abcam	0.28	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.52	0.03	1.15	0.52	0.8	Abcam	0.28	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.52	0.74	1.28	0.52	0.8	Abcam	0.28	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.52	0.03	1.63	0.52	0.8	Abcam	0.28	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.52	0.35	1.11	0.52	0.8	Abcam	0.28	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.52	0.71	1.2	0.52	0.8	Abcam	0.28	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.52	0.26	1.09	0.52	0.8	Abcam	0.28	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.52	0.02	1.05	0.52	0.8	Abcam	0.28	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.53	0.18	1.31	0.53	0.81	Abcam	0.28	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.53	0.32	1.13	0.53	0.81	Abcam	0.28	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.53	0.03	1.13	0.53	0.81	Abcam	0.28	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.53	0.74	1.26	0.53	0.81	Abcam	0.28	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.53	0.03	1.59	0.53	0.81	Abcam	0.28	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.53	0.35	1.11	0.53	0.81	Abcam	0.28	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.53	0.72	1.18	0.53	0.81	Abcam	0.28	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.53	0.26	1.09	0.53	0.81	Abcam	0.28	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.53	0.02	1.05	0.53	0.81	Abcam	0.28	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.54	0.18	1.25	0.54	0.81	Abcam	0.27	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.54	0.32	1.09	0.54	0.81	Abcam	0.27	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.54	0.04	1.11	0.54	0.81	Abcam	0.27	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.54	0.74	1.24	0.54	0.81	Abcam	0.27	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.54	0.03	1.59	0.54	0.81	Abcam	0.27	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.54	0.35	1.11	0.54	0.81	Abcam	0.27	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.54	0.72	1.17	0.54	0.81	Abcam	0.27	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.54	0.26	1.09	0.54	0.81	Abcam	0.27	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.54	0.02	1.05	0.54	0.81	Abcam	0.27	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.55	0.18	1.25	0.55	0.82	Abcam	0.27	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.55	0.32	1.09	0.55	0.82	Abcam	0.27	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.55	0.04	1.1	0.55	0.82	Abcam	0.27	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.55	0.75	1.22	0.55	0.82	Abcam	0.27	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.55	0.03	1.54	0.55	0.82	Abcam	0.27	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.55	0.35	1.11	0.55	0.82	Abcam	0.27	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.55	0.72	1.17	0.55	0.82	Abcam	0.27	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.55	0.26	1.09	0.55	0.82	Abcam	0.27	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.55	0.02	1.05	0.55	0.82	Abcam	0.27	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.56	0.18	1.25	0.56	0.82	Abcam	0.26	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.56	0.32	1.09	0.56	0.82	Abcam	0.26	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.56	0.04	1.07	0.56	0.82	Abcam	0.26	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.56	0.75	1.2	0.56	0.82	Abcam	0.26	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.56	0.03	1.49	0.56	0.82	Abcam	0.26	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.56	0.35	1.11	0.56	0.82	Abcam	0.26	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.56	0.72	1.14	0.56	0.82	Abcam	0.26	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.56	0.26	1.09	0.56	0.82	Abcam	0.26	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.56	0.02	1.05	0.56	0.82	Abcam	0.26	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.57	0.18	1.25	0.57	0.82	Abcam	0.25	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.57	0.33	1.05	0.57	0.82	Abcam	0.25	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.57	0.04	1.05	0.57	0.82	Abcam	0.25	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.57	0.76	1.18	0.57	0.82	Abcam	0.25	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.57	0.03	1.45	0.57	0.82	Abcam	0.25	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.57	0.35	1.11	0.57	0.82	Abcam	0.25	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.57	0.72	1.13	0.57	0.82	Abcam	0.25	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.57	0.26	1.09	0.57	0.82	Abcam	0.25	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.57	0.02	1.05	0.57	0.82	Abcam	0.25	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.58	0.18	1.22	0.58	0.83	Abcam	0.25	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.58	0.33	1.05	0.58	0.83	Abcam	0.25	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.58	0.04	1.05	0.58	0.83	Abcam	0.25	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.58	0.76	1.18	0.58	0.83	Abcam	0.25	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.58	0.03	1.41	0.58	0.83	Abcam	0.25	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.58	0.35	1.11	0.58	0.83	Abcam	0.25	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.58	0.72	1.11	0.58	0.83	Abcam	0.25	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.58	0.26	1.09	0.58	0.83	Abcam	0.25	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.58	0.02	1.05	0.58	0.83	Abcam	0.25	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.59	0.18	1.22	0.59	0.83	Abcam	0.24	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.59	0.33	1.05	0.59	0.83	Abcam	0.24	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.59	0.04	1.02	0.59	0.83	Abcam	0.24	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.59	0.76	1.16	0.59	0.83	Abcam	0.24	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.59	0.03	1.37	0.59	0.83	Abcam	0.24	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.59	0.35	1.11	0.59	0.83	Abcam	0.24	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.59	0.72	1.11	0.59	0.83	Abcam	0.24	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.59	0.26	1.09	0.59	0.83	Abcam	0.24	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.59	0.02	1.05	0.59	0.83	Abcam	0.24	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.6	0.18	1.22	0.6	0.83	Abcam	0.23	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.6	0.33	1.05	0.6	0.83	Abcam	0.23	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.6	0.04	1.02	0.6	0.83	Abcam	0.23	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.6	0.76	1.15	0.6	0.83	Abcam	0.23	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.6	0.03	1.34	0.6	0.83	Abcam	0.23	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.6	0.35	1.11	0.6	0.83	Abcam	0.23	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.6	0.73	1.09	0.6	0.83	Abcam	0.23	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.6	0.26	1.09	0.6	0.83	Abcam	0.23	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.6	0.02	1.05	0.6	0.83	Abcam	0.23	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.61	0.18	1.22	0.61	0.84	Abcam	0.23	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.61	0.33	1.05	0.61	0.84	Abcam	0.23	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.61	0.04	1.02	0.61	0.84	Abcam	0.23	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.61	0.76	1.13	0.61	0.84	Abcam	0.23	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.61	0.03	1.27	0.61	0.84	Abcam	0.23	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.61	0.35	1.11	0.61	0.84	Abcam	0.23	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.61	0.73	1.08	0.61	0.84	Abcam	0.23	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.61	0.26	1.09	0.61	0.84	Abcam	0.23	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.61	0.02	1.05	0.61	0.84	Abcam	0.23	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.62	0.18	1.22	0.62	0.84	Abcam	0.22	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.62	0.33	1.05	0.62	0.84	Abcam	0.22	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.62	0.04	1.02	0.62	0.84	Abcam	0.22	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.62	0.76	1.11	0.62	0.84	Abcam	0.22	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.62	0.03	1.23	0.62	0.84	Abcam	0.22	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.62	0.35	1.11	0.62	0.84	Abcam	0.22	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.62	0.73	1.08	0.62	0.84	Abcam	0.22	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.62	0.26	1.09	0.62	0.84	Abcam	0.22	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.62	0.02	1.05	0.62	0.84	Abcam	0.22	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.63	0.18	1.18	0.63	0.84	Abcam	0.21	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.63	0.33	1.05	0.63	0.84	Abcam	0.21	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.63	0.04	1.02	0.63	0.84	Abcam	0.21	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.63	0.77	1.09	0.63	0.84	Abcam	0.21	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.63	0.03	1.2	0.63	0.84	Abcam	0.21	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.63	0.35	1.11	0.63	0.84	Abcam	0.21	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.63	0.73	1.07	0.63	0.84	Abcam	0.21	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.63	0.26	1.09	0.63	0.84	Abcam	0.21	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.63	0.02	1.05	0.63	0.84	Abcam	0.21	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.64	0.18	1.18	0.64	0.85	Abcam	0.21	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.64	0.33	1.05	0.64	0.85	Abcam	0.21	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.64	0.04	1.02	0.64	0.85	Abcam	0.21	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.64	0.77	1.08	0.64	0.85	Abcam	0.21	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.64	0.03	1.17	0.64	0.85	Abcam	0.21	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.64	0.35	1.11	0.64	0.85	Abcam	0.21	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.64	0.73	1.06	0.64	0.85	Abcam	0.21	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.64	0.26	1.09	0.64	0.85	Abcam	0.21	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.64	0.02	1.05	0.64	0.85	Abcam	0.21	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.65	0.18	1.18	0.65	0.85	Abcam	0.2	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.65	0.33	1.05	0.65	0.85	Abcam	0.2	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.65	0.04	1.02	0.65	0.85	Abcam	0.2	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.65	0.77	1.08	0.65	0.85	Abcam	0.2	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.65	0.03	1.13	0.65	0.85	Abcam	0.2	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.65	0.35	0.79	0.65	0.85	Abcam	0.2	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.65	0.73	1.04	0.65	0.85	Abcam	0.2	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.65	0.26	1.09	0.65	0.85	Abcam	0.2	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.65	0.02	1.05	0.65	0.85	Abcam	0.2	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.66	0.18	1.17	0.66	0.85	Abcam	0.19	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.66	0.33	1.05	0.66	0.85	Abcam	0.19	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.66	0.04	1.02	0.66	0.85	Abcam	0.19	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.66	0.77	1.07	0.66	0.85	Abcam	0.19	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.66	0.03	1.1	0.66	0.85	Abcam	0.19	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.66	0.35	0.79	0.66	0.85	Abcam	0.19	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.66	0.73	1.03	0.66	0.85	Abcam	0.19	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.66	0.26	1.09	0.66	0.85	Abcam	0.19	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.66	0.02	1.05	0.66	0.85	Abcam	0.19	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.67	0.18	1.17	0.67	0.85	Abcam	0.18	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.67	0.33	1.05	0.67	0.85	Abcam	0.18	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.67	0.04	1.02	0.67	0.85	Abcam	0.18	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.67	0.78	1.05	0.67	0.85	Abcam	0.18	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.67	0.03	1.08	0.67	0.85	Abcam	0.18	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.67	0.35	0.79	0.67	0.85	Abcam	0.18	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.67	0.74	1.01	0.67	0.85	Abcam	0.18	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.67	0.26	1.09	0.67	0.85	Abcam	0.18	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.67	0.02	1.05	0.67	0.85	Abcam	0.18	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.68	0.18	1.17	0.68	0.85	Abcam	0.17	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.68	0.33	1.05	0.68	0.85	Abcam	0.17	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.68	0.04	1.02	0.68	0.85	Abcam	0.17	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.68	0.78	1.03	0.68	0.85	Abcam	0.17	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.68	0.03	1.08	0.68	0.85	Abcam	0.17	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.68	0.35	0.79	0.68	0.85	Abcam	0.17	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.68	0.74	1.01	0.68	0.85	Abcam	0.17	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.68	0.26	1.09	0.68	0.85	Abcam	0.17	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.68	0.02	1.05	0.68	0.85	Abcam	0.17	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.69	0.18	1.17	0.69	0.85	Abcam	0.16	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.69	0.33	1.05	0.69	0.85	Abcam	0.16	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.69	0.04	1.02	0.69	0.85	Abcam	0.16	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.69	0.78	1.01	0.69	0.85	Abcam	0.16	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.69	0.03	1.05	0.69	0.85	Abcam	0.16	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.69	0.35	0.79	0.69	0.85	Abcam	0.16	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.69	0.74	1.01	0.69	0.85	Abcam	0.16	0.43	
exomePeak2	Combo6	mean_Tx_bin100_P0.5	0.69	0.26	1.09	0.69	0.85	Abcam	0.16	0.43	
MeTPeak	Combo29	mean_Ex_bin0_P0.5	0.69	0.02	1.05	0.69	0.85	Abcam	0.16	0.43	
TRESS	Combo57	mean_Ex_bin100_P0.5	0.7	0.18	1.15	0.7	0.85	Abcam	0.15	0.43	
MeTPeak	Combo5	mean_Ex_bin100_P0.5	0.7	0.33	1.05	0.7	0.85	Abcam	0.15	0.43	
MeTPeak	Combo31	mean_Ex_bin0_P0.5	0.7	0.04	1.02	0.7	0.85	Abcam	0.15	0.43	
MACS2	Combo5	mean_Tx_bin100_P0.5	0.7	0.78	1.01	0.7	0.85	Abcam	0.15	0.43	
MeRIPtools	Combo4	mean_Ex_bin0_P0.5	0.7	0.03	1.02	0.7	0.85	Abcam	0.15	0.43	
TRESS	Combo47	mean_Ex_bin100_P0.5	0.7	0.35	0.79	0.7	0.85	Abcam	0.15	0.43	
TRESS	Combo48	mean_Ex_bin100_P0.5	0.7	0.74	1.01	0.7	0.85	Abcam	0.15	0.43	
